cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,full_name
4.90663e+18,fraud_Mosciski Group,travel,5.96,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987,e1cc2f9d34bca6a7aee9f32aba54e942,1373034603,25.277897,-80.382527,0,Charles Moreno
340954000000000.0,fraud_Gleason and Sons,kids_pets,12.84,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980,74109270db0471d99dd7a39a91d00f45,1379176499,41.870437,-83.529272,0,Tyler Wright
3521820000000000.0,fraud_Gislason Group,travel,436.75,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978,191c746f789398f0c565ec3c0e9ef36e,1382630927,39.132313,-104.901543,0,Wayne Marsh
2242540000000000.0,"fraud_Towne, Greenholt and Koepp",shopping_net,30.65,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996,a3fdc25a8e2c67a97a92311343c951ba,1384186102,39.414331,-85.408933,0,Samuel Jenkins
4005680000000000.0,"fraud_Medhurst, Labadie and Gottlieb",travel,7.38,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1994,894b175795c1e6f13da33c7929cbf9c9,1386541796,29.704766,-91.372696,0,William Perry
6011890000000000.0,fraud_Kuhn LLC,shopping_pos,25.25,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975,519854436aadc0263bd07ad2db5d06f1,1378057117,39.96091,-104.985134,0,Erin Chavez
376445000000000.0,fraud_Swift PLC,kids_pets,22.62,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982,18af4df0c5afda3d524cff8bb6ef5f92,1375918635,40.457291,-101.045061,1,Rachel Lowe
375975000000000.0,fraud_Homenick LLC,personal_care,8.13,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973,9ee178efe06f56c2dcddcb8053085905,1371990383,41.652586,-73.760911,0,Roberta Mccarthy
4124540000000000.0,"fraud_Cremin, Hamill and Reichel",misc_pos,4.72,Sydney,Montoya,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",1954,6fad106649a7120b13c36e9fcd45434a,1378026492,29.574552,-87.411318,0,Sydney Montoya
60416207185.0,fraud_White and Sons,home,115.38,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986,7320d6ad09e3a7b4d3f4da95a51901eb,1372880901,43.658448,-108.67347,0,Mary Diaz
3523840000000000.0,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,1.72,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970,3fe7a506d97137bb44f1288db41b5ad8,1382041370,31.700928,-87.106578,0,Grace Williams
341546000000000.0,"fraud_Streich, Hansen and Veum",gas_transport,74.97,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939,64825fb7fa26def857cc8014ee95369b,1386500490,64.473998,-166.509533,0,Mark Brown
2712210000000000.0,fraud_O'Connell-Ullrich,home,52.5,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977,3e7866ca6c1cb93ed9ae30c2af61491a,1385232252,30.661636,-91.695915,0,Jenna Brooks
4169390000000.0,fraud_Berge LLC,gas_transport,34.73,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962,f94fd1b5f914570937ca8e7701e3b748,1386924439,43.010055,-76.324407,0,Marcia Molina
4.47716e+18,"fraud_Walter, Hettinger and Kessler",personal_care,33.69,Angela,Ross,F,0107 Clements Point,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,1992,b7aa793298da778c22915439a0e95b24,1380818816,40.17497,-111.778716,0,Angela Ross
4116550000000000.0,fraud_Flatley Group,misc_pos,1.2,Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,1934,e4e50aafedd87b21168d0a2f2ff09e8a,1375923640,26.319745,-79.938511,0,Bridget Bowen
4412720000000000.0,"fraud_Rowe, Batz and Goodwin",grocery_pos,327.7,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949,3001aebd7a3fe1ce45699838cc5f822e,1386456040,37.102138,-75.77995,1,Richard Marshall
4623560000000.0,fraud_Durgan-Auer,misc_net,127.29,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954,4a5579c4dd0ac7012e756843417262e6,1382232430,41.883307,-94.416148,0,Vincent Waller
4060580000000000.0,fraud_Bode-Rempel,kids_pets,25.11,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948,62561a0ca2116b6308f8d6f9568dc9fb,1385591226,39.805667,-95.257175,0,Steven Sanders
180094000000000.0,fraud_Bradtke PLC,grocery_pos,206.2,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972,3e52f1ea7902b19a47f05e2f7db85d82,1377508901,33.4891,-117.296349,0,Sharon Smith
3534330000000000.0,"fraud_Heathcote, Yost and Kertzmann",shopping_net,723.15,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978,4f1077d7caab592a698de7ec0bffb2c9,1374276355,45.866906,-108.506112,1,Jeffrey Smith
4.56e+18,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,39.31,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992,0f6e8a2666bb8565e7c5d5d03aa2fa26,1373757255,39.861811,-103.862542,0,Stacy Villegas
4707870000000000.0,fraud_Hickle Group,shopping_pos,6.11,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",1967,0ce4e0483262ccd0e8e13ef222805800,1376717555,36.131558,-83.220034,0,Susan Shah
30427000000000.0,fraud_Terry Ltd,home,77.0,John,Chandler,M,88325 Brandon Greens Apt. 477,Detroit,MI,48202,42.377,-83.0796,673342,Broadcast presenter,1969,343ea9c36dfa5498cd5503bb809e192a,1384539444,42.30786,-83.342816,0,John Chandler
3528410000000000.0,fraud_Christiansen-Gusikowski,misc_pos,86.85,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,1987,6ea64902ea661af215deba77767be8fa,1386134504,36.372126,-82.871593,0,Patricia Leach
3506590000000000.0,fraud_Fritsch LLC,travel,9.63,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",2001,e7a5619b16f1cd95699496f9ea07a25a,1374967779,38.224401,-90.07783,0,Randy Murphy
371985000000000.0,"fraud_Pouros, Walker and Spencer",kids_pets,40.41,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949,7ef8a151e343f72dee0dbdde6cc25926,1376935509,43.416254,-75.559817,0,Benjamin Martin
501883000000.0,"fraud_Gottlieb, Considine and Schultz",shopping_net,959.71,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961,df86ac7e629a9c2d1f5023a71314ae10,1373632126,30.600768,-91.329178,1,Melissa Phillips
639096000000.0,fraud_Klocko LLC,misc_net,7.36,Kyle,Wilkinson,M,93970 Trujillo Causeway,Curlew,IA,50527,42.9633,-94.7975,223,Estate manager/land agent,1939,9d94081beea5413d0a8535901ab63561,1376711539,43.854406,-93.79959,0,Kyle Wilkinson
639024000000.0,"fraud_Okuneva, Schneider and Rau",shopping_pos,13.59,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991,8b0d57364aeb81c69bed15a9cbe9bc36,1383505350,43.69247,-75.163435,0,Destiny Lowe
4.95683e+18,"fraud_Brown, Homenick and Lesch",health_fitness,22.93,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980,357cb767f9e4f1144db32eaca24ae9fc,1373746148,41.592778,-73.254019,0,Kenneth Robinson
3593120000000000.0,fraud_Ruecker Group,misc_net,737.99,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959,684959c9c371a7c2407502b86861bd76,1372117615,44.894012,-68.761446,1,Laura Casey
4629450000000000.0,"fraud_Tromp, Kerluke and Glover",grocery_net,43.35,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997,36e230a5f8627329ac85da411331ce88,1376702181,30.174229,-84.039526,0,Karen Warren
4740710000000000.0,fraud_Strosin-Cruickshank,grocery_pos,267.1,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962,84a499e1bbbb440418d18caf3ba71944,1382656081,40.410661,-73.17221,1,Heather Hines
4328930000000000.0,fraud_Koelpin and Sons,misc_net,4.74,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981,035d0dc6837fb9a7790e73d2a59267be,1387020664,42.413977,-88.416264,0,Margaret Ray
3593120000000000.0,fraud_Goyette Inc,shopping_net,976.48,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959,49a574fd22e8a19f229830c40eda50b2,1372201279,44.955637,-67.503251,1,Laura Casey
180068000000000.0,fraud_Auer-West,shopping_net,2.37,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942,68251fe0ec7b710c13357710799e695d,1379377932,43.840043,-88.086475,0,Mary Juarez
3523840000000000.0,fraud_Altenwerth-Kilback,home,90.11,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970,9f58ee1a8d11566d0235213a36670975,1379170713,32.074928,-87.203805,0,Grace Williams
4710790000000000.0,"fraud_Roob, Conn and Tremblay",shopping_pos,743.45,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986,2d93780ef31f14e834b558ddfb9e73b5,1384898406,40.366438,-86.213952,1,Justin Bell
4.76943e+18,fraud_Kuhic Inc,grocery_pos,134.2,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954,deca147d659127af348a671df3b9e621,1379064474,40.631324,-77.903121,0,Andrea Cruz
3576020000000000.0,"fraud_Ritchie, Bradtke and Stiedemann",travel,6.27,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004,9b9a84ffcaff1d76b7bb92fb8468bddc,1385844748,39.216922,-95.22841,0,Dawn Gray
3558880000000000.0,fraud_Schuppe LLC,entertainment,29.29,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",1957,6168dbca888dcfca04381c62435e9899,1381955552,34.914837,-111.343038,0,Christopher Holt
344710000000000.0,fraud_Conroy Ltd,shopping_pos,1.77,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986,f7a4485578d604c0944826438f7f5a23,1382044877,27.879068,-81.3326,0,Joanna Hudson
4450830000000000.0,"fraud_Tillman, Dickinson and Labadie",gas_transport,55.64,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972,0efc9449683ba0e9a2ef8808a4004536,1380858621,34.131959,-94.605019,0,Donna Davis
6011920000000000.0,fraud_Wuckert-Goldner,home,53.46,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957,718e9545bf9a12b9d0d537cd7c2a9769,1387994063,43.052556,-71.92613,0,William Johnson
38588500000000.0,fraud_Botsford and Sons,home,62.38,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990,334d451bffb9c8a37d1f540ca8ee5e60,1380042280,30.08343,-103.121601,0,Jacqueline Curry
30044300000000.0,"fraud_Altenwerth, Cartwright and Koss",shopping_net,38.85,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985,ea4a9f134dbd493d88a680e275d4c4e1,1386537080,26.030337,-82.234282,0,Allison Ayala
213157000000000.0,"fraud_Boehm, Predovic and Reinger",misc_pos,9.24,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982,041215bfa83e9e286527e52debeba65e,1382307441,34.119083,-117.916084,0,Adam Santos
30074700000000.0,fraud_Pfeffer and Sons,shopping_pos,659.6,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993,1035d68075fcbe237165ceaa3587e03e,1378252076,37.18209,-100.298954,0,Kelsey Richards
4601640000000.0,"fraud_Armstrong, Walter and Gottlieb",food_dining,23.87,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990,c981caa20a2f5005a5e1fe1cd15958b2,1374181230,30.02904,-94.568788,0,Mark Rivera
60495593109.0,fraud_Beier and Sons,home,253.76,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942,eef627b93406f70561c599a51939b271,1380408416,31.773346,-96.458826,1,Randall Dillon
213186000000000.0,"fraud_Jenkins, Hauck and Friesen",gas_transport,43.33,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972,cda1ed7be4acbcc7cd2d667b2e1204dd,1382787926,42.661788,-79.001424,0,Andrea Perkins
30270400000000.0,fraud_Corwin-Collins,gas_transport,23.86,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972,b8744e8872168a747b658d2312d8e075,1388113680,40.108376,-91.087561,0,Lisa Lin
3528230000000000.0,fraud_DuBuque LLC,grocery_pos,320.73,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940,776f09532c82d906fc3204573f59fd01,1372561589,38.785077,-75.598612,1,Lauren Moreno
581508000000.0,fraud_Zulauf LLC,personal_care,18.6,Michael,Vargas,M,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407,Clothing/textile technologist,1978,4da6262bf9ad6344ae2f596dbf1210fa,1381099083,33.150302,-97.857621,1,Michael Vargas
6506980000000000.0,fraud_Wuckert-Goldner,home,13.38,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,1985,283b998cd8682b9ced008763c588b404,1374086131,32.935296,-94.25157,0,Alice Kemp
348790000000000.0,fraud_Boyer PLC,shopping_net,9.66,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1950,36c7028650afe3f9ee11bf39bcd86902,1376823120,41.201191,-98.177085,0,Megan Murphy
2268220000000000.0,fraud_Herman Inc,misc_pos,18.72,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,1985,71834100d594fbcf81ebfe06b796609d,1381039198,45.950115,-122.807618,0,Peggy Berry
3575540000000000.0,fraud_Pouros-Conroy,shopping_pos,6.59,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001,6ab8e8d934af86da8f8a17da348e195d,1387108950,34.660093,-89.197448,0,Rachel Villarreal
2231190000000000.0,fraud_Crona and Sons,kids_pets,80.16,Katherine,Pennington,F,73869 Connie Prairie,Vienna,GA,31092,32.0913,-83.7922,7420,Phytotherapist,1957,a1c93738ee44e029f0c7cbe22e278630,1374164098,32.092981,-82.929479,0,Katherine Pennington
376013000000000.0,fraud_Renner Ltd,home,83.99,Nathan,Mayer,M,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,1969,e27f9aa0c3ca66f8cd63bf620912df42,1372008512,41.767178,-87.466288,0,Nathan Mayer
4658490000000000.0,fraud_Hills-Witting,shopping_net,867.23,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945,6db076782d1b5a176a1d23cee2944628,1377448491,40.864531,-79.657352,1,Tara Richards
4635330000000000.0,fraud_Jakubowski Group,food_dining,55.32,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983,56b188d741f2ce442384179ddfb83a7a,1372286474,38.247225,-77.258096,0,Christina Rose
4.37926e+18,fraud_Hamill-Daugherty,misc_net,16.61,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974,782b73cdf4cb59db9215212a11737f68,1386420289,37.940427,-121.961553,0,Thomas Jenkins
3565200000000000.0,"fraud_Hettinger, McCullough and Fay",home,18.08,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",1950,53f6bf35b159377eca84aa03a8c94a61,1375310814,41.285817,-93.277109,0,Adriana Harvey
4998110000000000.0,fraud_Reichel LLC,personal_care,17.86,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987,b004c266776808554f6c1376e9b9add2,1388267465,39.533983,-94.754951,0,Mary Pruitt
3597930000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,338.13,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,1993,391f8c4023982ce9cde6c059a549d222,1378611716,34.743376,-90.338714,1,Derrick Flores
38580500000000.0,fraud_Dare-Marvin,entertainment,86.64,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968,da9ffaf16d8fedd262b0e1f7c4aa4ca0,1385821692,48.923133,-103.688785,0,Teresa Clark
3566090000000000.0,fraud_Murray-Smitham,grocery_pos,188.27,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971,38389c4bd4601d535491a140513ff9fb,1387620980,34.21676,-118.675883,0,Kristina Stewart
4.5604e+18,fraud_Kiehn Inc,grocery_pos,343.37,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972,3bbec2bcebdc598642ac48d47b6fe013,1386727843,38.729526,-122.571755,1,Angela Taylor
6538440000000000.0,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,28.44,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997,19b7d6029655a93f50e3a416644c9aa2,1387596540,42.338277,-80.037402,0,Gina Grimes
36913600000000.0,fraud_Miller-Harris,misc_net,940.42,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971,2d0d496b9fe1d9f475bf32750feaa043,1378514356,43.978747,-117.380355,1,Ana Mccormick
30343300000000.0,fraud_Miller-Harris,misc_net,232.53,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962,56498d56360234ce4abdc13f6abf4879,1387344742,41.324261,-80.061318,0,Jacob Dawson
36722700000000.0,"fraud_Hoppe, Harris and Bednar",entertainment,119.73,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987,1b6c6a74bb103886a4a16eddb7a3e9de,1372595586,33.345199,-112.084261,0,Jessica Perez
213137000000000.0,fraud_Hackett Group,travel,7.73,Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",1955,469993bc7e470ae3e81114b00b00f731,1377628361,34.490635,-112.713159,0,Christine Davis
3535810000000000.0,fraud_Swift PLC,kids_pets,49.03,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,62571,39.39,-88.9597,1532,Radio broadcast assistant,1980,a4293652aa3c2e38e98c3b5a1416d5a9,1388532493,39.393719,-89.793989,0,Matthew Myers
36722700000000.0,"fraud_Hahn, Bahringer and McLaughlin",personal_care,8.17,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987,f9c25bab42bdd55f0ce02f49becf1b12,1379684283,32.518312,-110.822229,0,Jessica Perez
180094000000000.0,fraud_Reichel LLC,personal_care,37.41,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972,54a59585a0e57448babf5ac2f023e009,1384970685,34.456063,-116.870569,0,Sharon Smith
4740710000000000.0,"fraud_Feil, Hilpert and Koss",food_dining,15.53,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962,621363e02d1004b5b5c0424fd5a33e7b,1388126370,40.776763,-74.934438,0,Heather Hines
213186000000000.0,"fraud_Roberts, Daniel and Macejkovic",kids_pets,27.25,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972,9fbacae19471a2eb733501d41cb91a0a,1376234222,41.788952,-79.11684,0,Andrea Perkins
6011360000000000.0,fraud_White and Sons,home,4.59,Steven,Williams,M,231 Flores Pass Suite 720,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",1947,8f013401f96480cf14a60d85e81cf808,1386510466,39.111536,-78.882306,0,Steven Williams
5359540000000000.0,fraud_Torphy-Goyette,shopping_pos,6.68,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975,6feed62d6ac1002c178f9c603d1ea71c,1374497609,45.427961,-111.094285,0,Michael Francis
3542160000000000.0,"fraud_Yost, Schamberger and Windler",kids_pets,68.6,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,56029,43.5089,-93.4824,744,Communications engineer,1968,115b7a06062404f76ff497614ac842af,1374617408,43.459068,-92.84194,0,Bradley Anderson
3530500000000000.0,fraud_Rutherford-Mertz,grocery_pos,257.23,David,Nichols,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552,34.5715,-118.0231,171170,Chemical engineer,1963,60babb409ea1b3168daf61959c7f89f6,1379389671,35.332824,-118.369189,1,David Nichols
6597890000000000.0,fraud_Johns-Hoeger,entertainment,4.07,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964,a4d22a86ddd3b5dabe806ae495c6044e,1377369475,33.456851,-99.203259,0,Bill Lane
4.06309e+18,"fraud_Schoen, Nienow and Bauch",personal_care,36.99,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963,004e09602e0cef0f85b6f963c0033b5a,1385384709,40.74232,-111.61404,0,Patricia Mendoza
3568260000000000.0,"fraud_Moen, Reinger and Murphy",grocery_pos,63.27,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994,2de7486615ad636a0aa3c1645cd9a54f,1372239361,41.166644,-85.952065,0,Timothy Gomez
